,id,object_name,chain,object_type,address,number,coordinates,street
212,21462,гбоу «лицейско-гимнастический комплекс на юго-востоке,нет,столовая,"город Москва, Волгоградский проспект, дом 157, корпус 4",220,"37.787138,55.705387",Волгоградский проспект
213,25803,сити пицца,да,предприятие быстрого обслуживания,"город Москва, Ферганская улица, дом 12",4,"37.808905,55.708075",Ферганская улица
214,22833,кружка,да,кафе,"город Москва, Волоколамское шоссе, дом 3",45,"37.50257,55.80698",Волоколамское шоссе
215,22834,про кафе,нет,кафе,"город Москва, Волоколамское шоссе, дом 13",48,"37.495716,55.808078",Волоколамское шоссе
216,28676,гп кп мгаи,нет,столовая,"город Москва, Волоколамское шоссе, дом 13",100,"37.495716,55.808078",Волоколамское шоссе
217,22835,чебуречная ссср,да,кафе,"город Москва, Волоколамское шоссе, дом 15/22",60,"37.493228,55.808776",Волоколамское шоссе
218,71163,английский паб букингем,нет,бар,"город Москва, Волоколамское шоссе, дом 15/22",45,"37.493228,55.808776",Волоколамское шоссе
219,156226,суши-шоп,нет,закусочная,"город Москва, Волоколамское шоссе, дом 92",0,"37.434936,55.824754",Волоколамское шоссе
220,24332,il pizzaiolo,нет,кафе,"город Москва, улица Волхонка, дом 6",50,"37.608526,55.748493",улица Волхонка
221,25738,пельмени,нет,кафе,"город Москва, улица Волхонка, дом 7/6",40,"37.608005,55.747495",улица Волхонка
222,29027,гбоу школа 896 «кдп»,нет,столовая,"город Москва, Воронежская улица, дом 26, корпус 4",120,"37.736967,55.608317",Воронежская улица
223,25003,эко-няма,нет,кафе,"город Москва, Воронцовская улица, дом 13/14, строение 3",8,"37.657718,55.73958",Воронцовская улица
224,24992,кафе «верона»,нет,кафе,"город Москва, Воронцовская улица, дом 36, строение 1",55,"37.661599,55.734359",Воронцовская улица
225,25447,французская пекарня,нет,кафе,"город Москва, Воронцовская улица, дом 48",25,"37.663737,55.73256",Воронцовская улица
226,22029,кафе «subway»,да,кафе,"город Москва, Воронцовская улица, дом 48",42,"37.663737,55.73256",Воронцовская улица
